id,name,reversibility,lower_bound,upper_bound,metabolite_count,gene_reaction_rule
ATPS3g,ATP synthase  Golgi Apparatus,False,0.0,999999.0,6,YBR127C and YDL185W and YEL027W and YEL051W and YGR020C and YHR026W and YHR039C_A and YKL080W and YLR447C and YMR054W and YOR332W and YPL234C and YPR036W
ATPS3m,ATP synthase  mitochondrial,False,0.0,999999.0,6,(Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDL181W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C_A and YPL078C and YPL271W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDL181W and YDR298C and YDR322C_A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C_A and YOL077W_A and YPL078C and YPL271W and YPR020W)
CERS226,Ceramide 2 synthase  26C,False,0.0,999999.0,5,YKL008C or YHL003C
CERS226er,Ceramide 2 synthase  26C   endoplasmic reticular,False,0.0,999999.0,5,YHL003C or YKL008C or YBR183W
CERH124_copy2,Ceramide 1 hydroxylase  24C,False,0.0,999999.0,7,YMR272C
CERH126_copy2,Ceramide 1 hydroxylase  26C,False,0.0,999999.0,7,YMR272C
CITtbm,Citrate transport  mitochondrial,True,-999999.0,999999.0,4,YBR291C
3MOPtm,3 Methyl 2 oxopentanoate transport  diffusion  mitochondrial,True,-999999.0,999999.0,2,
CITtcm,Citrate transport  mitochondrial,True,-999999.0,999999.0,4,YBR291C
CERS324,Ceramide 3 synthase  24C,False,0.0,999999.0,7,YMR272C
CERS326,Ceramide 3 synthase  26C,False,0.0,999999.0,7,YMR272C
CHLPCTD,Choline phosphate cytididyltransferase,False,0.0,999999.0,5,YGR202C
CHLSTI,Cholestenol delta isomerase  lumped reaction,False,0.0,999999.0,7,
CLPNSm_SC,Cardiolipin synthase  yeast specific  mitochondrial,False,0.0,999999.0,5,YDL142C
3OPHB5Hm,3 Hexaprenyl 4 5 dihydroxybenzoate hydroxylase  mitochondrial,False,0.0,999999.0,3,
CMPN,CMP nucleosidase,False,0.0,999999.0,4,
CHLt2,Choline transport via proton symport,False,0.0,999999.0,4,YGL077C
CHOLK,Choline kinase,False,0.0,999999.0,5,YLR133W
CHORM,Chorismate mutase,False,0.0,999999.0,2,YPR060C
CHORS,Chorismate synthase,False,0.0,999999.0,3,YGL148W
CHRPL,Chorismate pyruvate lyase,False,0.0,999999.0,3,
CO2t,CO2 transporter via diffusion,True,-999999.0,999999.0,2,
CO2tg,CO2 Golgi transport,True,-999999.0,999999.0,2,
CO2tm,CO2 transport  diffusion   mitochondrial,True,-999999.0,999999.0,2,
CO2tn,CO2 nuclear transport via diffusion,True,-999999.0,999999.0,2,
CO2tp,CO2 peroxisomal transport,True,-999999.0,999999.0,2,
CHTNDA,Chitin deacetylase,False,0.0,999999.0,5,YLR307W or YLR308W
CHTNS,Chitin synthase,False,0.0,999999.0,4,YNL192W or YBR038W or YBR023C
CITt2r,Citrate reversible transport via symport,True,-999999.0,999999.0,4,
CO2tv,CO2 vacuolar transport,True,-999999.0,999999.0,2,
COAHLp,CoA hydrolase  peroxisomal,False,0.0,999999.0,5,YLR151C
3OPHB_5tm,3 Octaprenyl 4 hydroxybenzoate mitochondrial transport,True,-999999.0,999999.0,2,
COAtim,CoA transporter  mitochondrial   irreversible,False,0.0,999999.0,2,YHR002W
CITtam,Citrate transport  mitochondrial,True,-999999.0,999999.0,4,YBR291C or UNKNOWN
CITtap,Citratemalate antiport into peroxisome,True,-999999.0,999999.0,4,
COAtn,Coenzyme A transport  nuclear,True,-999999.0,999999.0,2,
4ABUTNtm,4 aminobutanal mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
COUCOAFm,P coumaroyl CoA formation,False,0.0,999999.0,6,
CPPPGO,Coproporphyrinogen oxidase (O2 required),False,0.0,999999.0,6,YDR044W
4ABUTtm,4 aminobutanoate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
CRNCARtm,Carnithine acetylcarnithine carrier  mitochondrial,False,0.0,999999.0,4,YOR100C
CRNCARtp,Carnitine acetylcarnitine carrier  peroxisomal,False,0.0,999999.0,4,
DCTPD,DCTP deaminase,False,0.0,999999.0,5,YHR144C
DCYTD,Deoxycytidine deaminase,False,0.0,999999.0,5,YLR245C
CRNt,L carnitine reversible transport,True,-999999.0,999999.0,2,YBR132C
4ABZt,4 Aminobenzoate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
CRNtim,L carnitine transport out of mitochondria via diffusion,False,0.0,999999.0,2,
DCYTt2,Deoxycytidine transport in via proton symport,False,0.0,999999.0,4,
CRNtp,Carnitine transport into peroxsiome,False,0.0,999999.0,2,
4ABZtm,4 Aminobenzoate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
CSNATm,Carnitine O aceyltransferase  mitochondrial,True,-999999.0,999999.0,4,YML042W
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,False,0.0,999999.0,5,YBR249C or YDR035W
DDPAm,2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial,False,0.0,999999.0,5,YDR035W
DESAT14,Myristicoyl CoA desaturase  n C140CoA   n C141CoA,False,0.0,999999.0,7,
DESAT16,Palmitoyl CoA desaturase  n C160CoA   n C161CoA,False,0.0,999999.0,7,YGL055W
DESAT18,Stearoyl CoA desaturase  n C180CoA   n C181CoA,False,0.0,999999.0,7,YGL055W
CSNATp,Carnitine O acetyltransferase  reverse direction  peroxisomal,True,-999999.0,999999.0,4,YML042W
CSNATr,Carnitine O acetyltransferase,True,-999999.0,999999.0,4,YAR035W or YER024W
CSND,Cytosine deaminase,False,0.0,999999.0,5,YPR062W
CSNt2,Cytosine transport in via proton symport,False,0.0,999999.0,4,YER056C or YER060W or YER060W_A or YGL186C
CSm,Citrate synthase,False,0.0,999999.0,6,YNR001C or YPR001W
DESAT18_2,Oleoyl CoA desaturase  n C181CoA   n C182CoA,False,0.0,999999.0,7,
DGDPtn,DGDP nuclear transport,True,-999999.0,999999.0,2,
CSp,Citrate synthase,False,0.0,999999.0,6,YCR005C
DGGH,Alpha D glucoside glucohydrase,False,0.0,999999.0,4,YJL221C
4H2OGLTtm,4 hydroxy 2 oxoglutarate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
DGK1,Deoxyguanylate kinase (dGMP:ATP),True,-999999.0,999999.0,4,YDR454C
DGSNt2,Deoxyguanosine transport in via proton symport,False,0.0,999999.0,4,
CTPS1,CTP synthase  NH3,False,0.0,999999.0,7,YBL039C or YJR103W
CTPS2,CTP synthase (glutamine),False,0.0,999999.0,9,YBL039C or YJR103W
CTPtm,CTPCMP antiport,False,0.0,999999.0,6,YBR192W
DHAD1m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylbutanoate   mitochondrial,False,0.0,999999.0,3,YJR016C
4H2OGLTtp,4 hydroxy 2 oxoglutarate peroxisomal transport via diffusion,True,-999999.0,999999.0,2,
DHAD2m,Dihydroxy acid dehydratase  2 3 dihydroxy 3 methylpentanoate   mitochondrial,False,0.0,999999.0,3,YJR016C
DHAK,Dihydroxyacetone kinase,False,0.0,999999.0,5,YML070W or YFL053W
CYOOm,Cytochrome c oxidase  mitochondrial,False,0.0,999999.0,6,((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) and YEL039C) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YLR038C and YLR395C and YMR256C and YNL052W) and YJR048W) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) and YJR048W) or ((Q0045 and Q0250 and Q0275 and YDL067C and YGL187C and YGL191W and YHR051W and YIL111W and YLR038C and YLR395C and YMR256C) and YEL039C)
CYOR_u6m,Ubiquinol 6 cytochrome c reductase,False,0.0,999999.0,6,((Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W_A and YJL166W and YOR065W and YPR191W) and YEL039C) or ((Q0105 and YBL045C and YDR529C and YEL024W and YFR033C and YGR183C and YHR001W_A and YJL166W and YOR065W and YPR191W) and YJR048W)
DHAPtm,Dihydroxyacetone phosphate transport  mitochondrial,False,0.0,999999.0,2,
DHFR,Dihydrofolate reductase,False,0.0,999999.0,5,YOR236W
CYSS,Cysteine synthase,False,0.0,999999.0,5,YGR012W
4HBZCOAFm,4 hydroxybenzoyl CoA formation,False,0.0,999999.0,8,
CYSTGL,Cystathionine g lyase,False,0.0,999999.0,5,YAL012W
CYSTL,Cystathionine b-lyase,False,0.0,999999.0,5,YFR055W
CYSTLp,Cystathione b lyase  peroxisomal,False,0.0,999999.0,5,YGL184C
CYSTRS,Cysteinyl-tRNA synthetase,False,0.0,999999.0,6,YNL247W
CYSTS,Cystathionine beta synthase,False,0.0,999999.0,4,YGR155W
DHFRim,Dihydrofolate reductase  mitochondrial,False,0.0,999999.0,5,YOR236W
DHFS,Dihydrofolate synthase,False,0.0,999999.0,7,
DHFtm,Dihydrofolate reversible mitochondrial transport,True,-999999.0,999999.0,2,
DHNPAm,Dihydroneopterin aldolase,False,0.0,999999.0,4,YNL256W
DHNPTtm,Dhnpt mitochondrial transport,True,-999999.0,999999.0,2,
DHORD4i,Dihydoorotic acid  ubiquinone 6   irreversible,False,0.0,999999.0,4,YKL216W
DHORDfum,Fumarate dependent DHORD,False,0.0,999999.0,4,YKL216W
CYSTtp,Cystathione peroxisomal transport,True,-999999.0,999999.0,2,
CYSt2r,L cysteine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YDR508C or YBR068C or YDR046C or YBR069C or YOL020W
CYTD,Cytidine deaminase,False,0.0,999999.0,5,YLR245C
CYTDK2,Cytidine kinase (GTP),False,0.0,999999.0,5,YNR012W
DHORDi,Dihydoorotic acid dehydrogenase  irreversible,False,0.0,999999.0,4,YKL216W
DHORTS,Dihydroorotase,True,-999999.0,999999.0,4,YLR420W or YJL130C
4HBZFm,4 hydroxybenzoate formation,False,0.0,999999.0,5,
DHPSm,Dihydropteroate synthase  mitochondrial,False,0.0,999999.0,4,YNL256W
DHPTtm,Dihydropteroate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
DHQS,3-dehydroquinate synthase,False,0.0,999999.0,3,YDR127W
DHQTi,"3-dehydroquinate dehydratase, irreversible",False,0.0,999999.0,3,YDR127W
CYTDt2,Cytidine transport in via proton symport,False,0.0,999999.0,4,YAL022C
CYTK1,Cytidylate kinase (CMP),True,-999999.0,999999.0,4,
CYTK2,Cytidylate kinase (dCMP),True,-999999.0,999999.0,4,
DADA,Deoxyadenosine deaminase,False,0.0,999999.0,5,YNL141W
DADK,Deoxyadenylate kinase,True,-999999.0,999999.0,4,
DIAT,Diamine transaminase,False,0.0,999999.0,5,
DINSt2,Deoxyinosine transport in via proton symport,False,0.0,999999.0,4,
DADNt2,Deoxyadenosine transport in via proton symport,False,0.0,999999.0,4,
DIPS,Diphthine synthase,False,0.0,999999.0,5,YLR172C
DADPtn,DADP nuclear transport,True,-999999.0,999999.0,2,
4HBZtm,4 Hydroxybenzoate mitochondrial transport,True,-999999.0,999999.0,2,
DAGCPT_SC,Diacylglycerol cholinephosphotransferase  yeast specific,False,0.0,999999.0,5,YNL130C or YHR123W
DAGPYP_SC,Diacylglycerol pyrophosphate phosphatase  yeast specific,False,0.0,999999.0,4,YDR503C or YDR284C
DKMPPD2,2 3 diketo 5 methylthio 1 phosphopentane degradation reaction,False,0.0,999999.0,6,YMR009W and YEL038W
DMATT,Dimethylallyltranstransferase,False,0.0,999999.0,4,YJL167W
DNMPPA,Dihydroneopterin monophosphate dephosphorylase,False,0.0,999999.0,4,YDL100C
DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,False,0.0,999999.0,5,
DOLK,Dolichol kinase,False,0.0,999999.0,5,YMR013C
DOLPMMer,Dolichyl phosphate mannose  protein mannosyltransferase  endoplasmic reticular,False,0.0,999999.0,4,(YDL095W and YAL023C) or YOR321W or YJR143C or YDL093W or YGR199W
DANNt2,7 8 Diaminononanoate reversible transport via proton symport,True,-999999.0,999999.0,4,
DASYN_SC,CDP Diacylglycerol synthetase  yeast specific,True,-999999.0,999999.0,5,YBR029C
DASYNm_SC,CDP Diacylglycerol synthetase  yeast specific  mitochondrial,True,-999999.0,999999.0,5,YBR029C
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",False,0.0,999999.0,4,YDR487C
DBTS,Dethiobiotin synthase,True,-999999.0,999999.0,7,YNR057C
DCDPtn,DCDP nuclear transport,True,-999999.0,999999.0,2,
DCMPDA,DCMP deaminase,True,-999999.0,999999.0,5,YHR144C
DOLPMTcer,Dolichyl phosphate D mannosyltransferase,False,0.0,999999.0,4,YPR183W
DOLPt2er,Dolichol phosphate endoplasmic reticular transport via proton symport,True,-999999.0,999999.0,4,
4HGLSDm,L 4 hydroxyglutamate semialdehyde dehydrogenase  mitochondrial,True,-999999.0,999999.0,6,YHR037W
DPCOAK,Dephospho-CoA kinase,False,0.0,999999.0,5,
DPCOAKm,Dephospho CoA kinase  mitochondrial,False,0.0,999999.0,5,
DPGM,Diphosphoglyceromutase,True,-999999.0,999999.0,3,YKL152C
DPMVD,Diphosphomevalonate decarboxylase,False,0.0,999999.0,6,YNR043W
ECOAH4p,3 hydroxyacyl CoA dehydratase  3 hydroxydecanoyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
ECOAH5p,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
DPR,2-dehydropantoate 2-reductase,False,0.0,999999.0,5,YHR063C
4HPRO_LTtm,Trans 4 hydroxy L proline mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
DPRm,2 dehydropantoate 2 reductase  mitochondrial,False,0.0,999999.0,5,YLR355C
ECOAH6p,3 hydroxyacyl CoA dehydratase  3 hydroxytetradecanoyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
DRBK,Deoxyribokinase,False,0.0,999999.0,5,YCR036W
ECOAH7p,3 hydroxyacyl CoA dehydratase  3 hydroxyhexadecanoyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
ECOAH8p,3 hydroxyacyl CoA dehydratase  3 hydroxyoctadecanoyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
DROPPRy,2 5 diamino 6 ribosylamino 4 3H  pyrimidinone 5  phosphate reductase  nadph,False,0.0,999999.0,5,YBR153W
4HTHRS,4-Hydroxy-L-threonine synthase,False,0.0,999999.0,4,YCR053W
DRTPPD,2 5 diamino 6 ribitylamino 4 3H  pyrimidinone 5  phosphate deaminase,False,0.0,999999.0,5,YOL066C
EHGLAT,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,False,0.0,999999.0,4,YLR027C
EHGLATm,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase  mitochondrial,False,0.0,999999.0,4,YKL106W
EHGLATp,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase  peroxisomal,False,0.0,999999.0,4,YLR027C
ENO,Enolase,True,-999999.0,999999.0,3,YPL281C or YGR254W or YHR174W or YOR393W or YMR323W
EPGALURSe,Endopolygalacturonase  extracellular,False,0.0,999999.0,3,YJR153W
EPISTAT_SC,Acyl CoAepisterol acyltransferase  yeast specific,False,0.0,999999.0,9,YCR048W
DTMPK,DTMP kinase,True,-999999.0,999999.0,4,YJR057W
DTTPt,DTTP reversible uniport,True,-999999.0,999999.0,2,
DUMPtn,DUMP nuclear transport,True,-999999.0,999999.0,2,
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),False,0.0,999999.0,5,
DURIPP,Deoxyuridine phosphorylase,True,-999999.0,999999.0,4,YLR209C
DURIt2,Deoxyuridine transport in via proton symport,False,0.0,999999.0,4,
DUTPDP,DUTP diphosphatase,False,0.0,999999.0,5,YBR252W
EPISTESTH_SC,Episterol ester hydrolase  yeast specific,False,0.0,999999.0,10,YLL012W or YKL140W
EPISTESTH_SCe,Episterol ester hydrolase  yeast specific  extracellular,False,0.0,999999.0,10,YLR020C
EPISTt,Episterol reversible transport,True,-999999.0,999999.0,2,YOR011W or YIL013C
DXHPScm,Deoxyhypusine synthase  cytosolicmitochondrial,False,0.0,999999.0,6,YHR068W
D_LACDcm,D lactate dehydrogenase  cytosolicmitochondrial,False,0.0,999999.0,4,(YJR048W and YDL174C) or (YEL039C and YDL174C) or (YJR048W and YEL071W) or (YEL039C and YEL071W)
EPMGH,Epimelibiose galactohydrolase,True,-999999.0,999999.0,4,YBR184W
4MOPDC,4 Methyl 2 oxopentanoate decarboxylase,False,0.0,999999.0,4,YDL080C or YDR380W
ERGSTAT_SC,Acyl CoAergosterol acyltransferase  yeast specific,False,0.0,999999.0,9,YCR048W or YNR019W
ERGSTESTH_SC,Ergosterol ester hydrolase  yeast specific,False,0.0,999999.0,10,YKL140W or YLL012W
ERGSTESTH_SCe,Ergosterol ester hydrolase  yeast specific  extracellular,False,0.0,999999.0,10,YLR020C
ERGSTGLCT,UDP glucoseergosterol glucosyltransferase,False,0.0,999999.0,5,YLR189C
D_LACDm,D lactate dehydrogenase  mitochondrial,False,0.0,999999.0,4,(YJR048W and YDL178W) or (YEL039C and YDL178W)
D_LACt2,D lactate transport via proton symport,True,-999999.0,999999.0,4,YKL217W
D_LACt2m,D lactatepyruvate antiport  mitochondrial,True,-999999.0,999999.0,4,
D_LACtm,D lactate transport  mitochondrial,True,-999999.0,999999.0,4,
E4HGLUtm,L erythro 4 hydroxyglutamate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
ERGSTt,Ergosterol reversible transport,True,-999999.0,999999.0,2,YIL013C or YOR011W
ERGSTter,Ergosterol endoplasmic reticular transport,True,-999999.0,999999.0,2,
ERGTETROLter,Ergosta 5 6 22 24  28  tetraen 3beta ol endoplamic reticular transport,True,-999999.0,999999.0,2,
E4HGLUtp,L erythro 4 hydroxyglutamate peroxisomal transport via diffusion,True,-999999.0,999999.0,2,
E4Ptm,D erythrose 4 phosphate mtiochondrial transport via diffusion,True,-999999.0,999999.0,2,
ETHAK,Ethanolamine kinase,False,0.0,999999.0,5,YDR147W
5AOPt2,5 Aminolevulinate transport in via proton symport,False,0.0,999999.0,4,YDL210W
ETHAPT_SC,Ethanolaminephosphotransferase  yeast specific,True,-999999.0,999999.0,5,YHR123W
ETHAt,Ethanolamine transport via diffusion  extracellular,True,-999999.0,999999.0,2,
ETOHt,Ethanol reversible transport,True,-999999.0,999999.0,2,
ETOHtm,Ethanol transport to mitochondria  diffusion,True,-999999.0,999999.0,2,
ECOAH11p,3 hydroxyacyl CoA dehydratase  3 hydroxyhexacosyl CoA   peroxisomal,True,-999999.0,999999.0,3,YKR009C
EX_ergst_e,Ergosterol exchange,False,0.0,999999.0,1,
EX_ergstest_SC_e,Ergosterol ester  yeast specific exchange,False,0.0,999999.0,1,
EX_13BDglcn_e,1 3 beta D Glucan exchange,False,0.0,999999.0,1,
EX_etha_e,Ethanolamine exchange,False,0.0,999999.0,1,
EX_2hb_e,2 Hydroxybutyrate exchange,False,0.0,999999.0,1,
EX_etoh_e,Ethanol exchange,False,0.0,999999.0,1,
5AOPtm,5 Aminolevulinate mitochondrial transport,True,-999999.0,999999.0,2,
EX_fe2_e,Fe2+ exchange,True,-999999.0,999999.0,1,
EX_fecost_e,Fecosterol exchange,False,0.0,999999.0,1,
EX_2mbac_e,2 methylbutyl acetate exchange,False,0.0,999999.0,1,
EX_2mbald_e,2 methylbutyraldehyde exchange,False,0.0,999999.0,1,
EX_2mbtoh_e,2 methyl 1 butanol exchange,False,0.0,999999.0,1,
EX_2mppal_e,2 methylpropanal exchange,False,0.0,999999.0,1,
EX_2phetoh_e,2 phenylethanol exchange,False,0.0,999999.0,1,
EX_fecostest_SC_e,Fecosterol ester  yeast specific exchange,False,0.0,999999.0,1,
EX_fmn_e,FMN exchange,False,0.0,999999.0,1,
EX_3c3hmp_e,3 Carboxy 3 hydroxy 4 methylpentanoate exchange,False,0.0,999999.0,1,
6PGLter,6 phospho D glucono 1 5 lactone endoplasmic reticular transport via diffusion,True,-999999.0,999999.0,2,
EX_3mbald_e,3 Methylbutanal exchange,False,0.0,999999.0,1,
EX_for_e,Formate exchange,False,0.0,999999.0,1,
EX_fru_e,D-Fructose exchange,False,0.0,999999.0,1,
EX_3mop_e,3mop exchange,False,0.0,999999.0,1,
8AONNt2,8 Amino 7 oxononanoate reversible transport via proton symport,True,-999999.0,999999.0,4,YNR056C
EX_4abut_e,4-Aminobutanoate exchange,False,0.0,999999.0,1,
EX_fum_e,Fumarate exchange,False,0.0,999999.0,1,
EX_g3pc_e,Sn-Glycero-3-phosphocholine exchange,False,0.0,999999.0,1,
EX_4abz_e,4 Aminobenzoate exchange,False,0.0,999999.0,1,
AABTN,4 acetamidobutyrate deacetylase,False,0.0,999999.0,4,
EX_5aop_e,5 Amino 4 oxopentanoate exchange,False,0.0,999999.0,1,
EX_g3pi_e,Sn-Glycero-3-phospho-1-inositol exchange,False,0.0,999999.0,1,
EX_gal_e,D-Galactose exchange,False,0.0,999999.0,1,
EX_8aonn_e,8 Amino 7 oxononanoate exchange,False,0.0,999999.0,1,
EX_Nbfortyr_e,N N bisformyl dityrosine exchange,False,0.0,999999.0,1,
EX_abt_e,L Arabinitol exchange,False,0.0,999999.0,1,
EX_ac_e,Acetate exchange,False,0.0,999999.0,1,
EX_acald_e,Acetaldehyde exchange,False,0.0,999999.0,1,
EX_aces_e,Acetic ester exchange,False,0.0,999999.0,1,
EX_galur_e,D-Galacturonate exchange,False,0.0,999999.0,1,
EX_gam6p_e,D-Glucosamine 6-phosphate exchange,False,0.0,999999.0,1,
EX_gcald_e,Glycolaldehyde exchange,False,0.0,999999.0,1,
EX_glc__D_e,D-Glucose exchange,True,-10.0,999999.0,1,
EX_gln__L_e,L-Glutamine exchange,False,0.0,999999.0,1,
EX_glu__L_e,L-Glutamate exchange,False,0.0,999999.0,1,
EX_glx_e,Glyoxylate exchange,False,0.0,999999.0,1,
EX_ade_e,Adenine exchange,False,0.0,999999.0,1,
EX_adn_e,Adenosine exchange,False,0.0,999999.0,1,
EX_akg_e,2-Oxoglutarate exchange,False,0.0,999999.0,1,
EX_ala__L_e,L-Alanine exchange,False,0.0,999999.0,1,
EX_gly_e,Glycine exchange,False,0.0,999999.0,1,
EX_glyc_e,Glycerol exchange,False,0.0,999999.0,1,
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),False,0.0,999999.0,6,
EX_gsn_e,Guanosine exchange,False,0.0,999999.0,1,
EX_gthox_e,Oxidized glutathione exchange,False,0.0,999999.0,1,
EX_gthrd_e,Reduced glutathione exchange,False,0.0,999999.0,1,
EX_alltn_e,Allantoin exchange,False,0.0,999999.0,1,
EX_alltt_e,Allantoate exchange,False,0.0,999999.0,1,
EX_amet_e,S Adenosyl L methionine exchange,False,0.0,999999.0,1,
EX_arab__D_e,D Arabinose exchange,False,0.0,999999.0,1,
EX_arab__L_e,L-Arabinose exchange,False,0.0,999999.0,1,
EX_gua_e,Guanine exchange,False,0.0,999999.0,1,
EX_arg__L_e,L-Arginine exchange,False,0.0,999999.0,1,
EX_h2o_e,H2O exchange,True,-999999.0,999999.0,1,
AASAD1,L aminoadipate semialdehyde dehydrogenase  NADPH,False,0.0,999999.0,8,YBR115C and YGL154C
EX_h_e,H+ exchange,True,-999999.0,999999.0,1,
EX_hdca_e,Hexadecanoate (n-C16:0) exchange,False,0.0,999999.0,1,
EX_hdcea_e,Hexadecenoate (n-C16:1) exchange,False,0.0,999999.0,1,
EX_asn__L_e,L-Asparagine exchange,False,0.0,999999.0,1,
EX_asp__L_e,L-Aspartate exchange,False,0.0,999999.0,1,
EX_btd_RR_e,R R  2 3 Butanediol exchange,False,0.0,999999.0,1,
EX_btn_e,Biotin exchange,False,0.0,999999.0,1,
EX_hexc_e,Hexacosanoate  n C260  exchange,False,0.0,999999.0,1,
AASAD2,L aminoadipate semialdehyde dehydrogenase  NADH,False,0.0,999999.0,8,YBR115C and YGL154C
EX_his__L_e,L-Histidine exchange,False,0.0,999999.0,1,
EX_hxan_e,Hypoxanthine exchange,False,0.0,999999.0,1,
EX_iamac_e,Isoamyl acetate exchange,False,0.0,999999.0,1,
EX_iamoh_e,Isoamyl alcohol exchange,False,0.0,999999.0,1,
EX_ibutac_e,Isobutyl acetate exchange,False,0.0,999999.0,1,
EX_chol_e,Choline exchange,False,0.0,999999.0,1,
EX_cit_e,Citrate exchange,False,0.0,999999.0,1,
EX_co2_e,CO2 exchange,False,0.0,999999.0,1,
EX_crn_e,L-Carnitine exchange,False,0.0,999999.0,1,
EX_csn_e,Cytosine exchange,False,0.0,999999.0,1,
EX_cys__L_e,L-Cysteine exchange,False,0.0,999999.0,1,
EX_cytd_e,Cytidine exchange,False,0.0,999999.0,1,
EX_dad_2_e,Deoxyadenosine exchange,False,0.0,999999.0,1,
EX_dann_e,7 8 Diaminononanoate exchange,False,0.0,999999.0,1,
EX_ibutoh_e,Isobutyl alcohol exchange,False,0.0,999999.0,1,
EX_id3acald_e,Indole 3 acetaldehyde exchange,False,0.0,999999.0,1,
EX_ile__L_e,L-Isoleucine exchange,False,0.0,999999.0,1,
EX_ind3eth_e,Indole 3 ethanol exchange,False,0.0,999999.0,1,
EX_inost_e,Myo-Inositol exchange,False,0.0,999999.0,1,
EX_dca_e,Decanoate (n-C10:0) exchange,False,0.0,999999.0,1,
EX_dcyt_e,Deoxycytidine exchange,False,0.0,999999.0,1,
EX_ddca_e,Dodecanoate (n-C12:0) exchange,False,0.0,999999.0,1,
EX_ins_e,Inosine exchange,False,0.0,999999.0,1,
EX_k_e,K+ exchange,True,-999999.0,999999.0,1,
EX_dgsn_e,Deoxyguanosine exchange,False,0.0,999999.0,1,
EX_din_e,Deoxyinosine exchange,False,0.0,999999.0,1,
EX_lac__D_e,D-lactate exchange,False,0.0,999999.0,1,
AATA,2 aminoadipate transaminase,True,-999999.0,999999.0,4,
EX_lac__L_e,L-Lactate exchange,False,0.0,999999.0,1,
EX_lanost_e,Lanosterol exchange,False,0.0,999999.0,1,
EX_lanostest_SC_e,Lanosterol ester  yeast specific exchange,False,0.0,999999.0,1,
EX_dttp_e,DTTP exchange,False,0.0,999999.0,1,
EX_duri_e,Deoxyuridine exchange,False,0.0,999999.0,1,
EX_leu__L_e,L-Leucine exchange,False,0.0,999999.0,1,
ABTA,4-aminobutyrate transaminase,False,0.0,999999.0,4,YGR019W
EX_lys__L_e,L-Lysine exchange,False,0.0,999999.0,1,
EX_mal__L_e,L-Malate exchange,False,0.0,999999.0,1,
EX_malt_e,Maltose exchange,False,0.0,999999.0,1,
EX_ribflv_e,Riboflavin exchange,False,0.0,999999.0,1,
EX_sbt__D_e,D-Sorbitol exchange,False,0.0,999999.0,1,
EX_man_e,D-Mannose exchange,False,0.0,999999.0,1,
ABTt,L arabinitol transport via passive diffusion,True,-999999.0,999999.0,2,
EX_melib_e,Melibiose exchange,False,0.0,999999.0,1,
EX_met__L_e,L-Methionine exchange,False,0.0,999999.0,1,
EX_mmet_e,S-Methyl-L-methionine exchange,False,0.0,999999.0,1,
EX_na1_e,Sodium exchange,True,-999999.0,999999.0,1,
EX_nac_e,Nicotinate exchange,False,0.0,999999.0,1,
EX_sbt__L_e,L Sorbitol exchange,False,0.0,999999.0,1,
EX_ser__L_e,L-Serine exchange,False,0.0,999999.0,1,
EX_so3_e,Sulfite exchange,False,0.0,999999.0,1,
EX_so4_e,Sulfate exchange,True,-999999.0,999999.0,1,
EX_spmd_e,Spermidine exchange,False,0.0,999999.0,1,
EX_sprm_e,Spermine exchange,False,0.0,999999.0,1,
